"","BankDefaultIndex","Name","regnum","DefaultType","DefaultDate","BankLocalization"
"1683","1683","Внешторг-Регион-банк","299","отозв.","11.07.1997","Оренбург"
"1684","1684","Русский Кредитный Банк","1960","отозв.","11.07.1997","Москва"
"1685","1685","Промышленный Кредит","2622","отозв.","11.07.1997","Москва"
"1686","1686","Лукойлсиббанк","2599","отозв.","11.07.1997","Тюмень"
"1687","1687","Башпрогрессбанк","1272","отозв.","11.07.1997","Уфа"
"1688","1688","Акобанк","590","отозв.","05.07.1997","Корсаков, Сахалинская обл."
"1689","1689","Унцукуль","944","отозв.","05.07.1997","с.Унцукуль, Дагестан"
"1690","1690","Крестьянский","3091","отозв.","02.07.1997","Махачкала"
"1691","1691","Сольди","2515","отозв.","28.06.1997","Москва"
"1692","1692","Кредитпромбанк","1336","отозв.","28.06.1997","Москва"
"1693","1693","Торопецбанк","935","отозв.","28.06.1997","Торопец, Тверская обл."
"1694","1694","Меридиан-Плюс","2421","отозв.","28.06.1997","Волгоград"
"1695","1695","Тура","706","отозв.","28.06.1997","Тюмень"
"1696","1696","Топаз","3078","отозв.","28.06.1997","Москва"
"1697","1697","Заря Урала","418","отозв.","28.06.1997","Пермь"
"1698","1698","Кронбанк","2276","отозв.","28.06.1997","Москва"
"1699","1699","Эйгэ","1850","отозв.","28.06.1997","Якутск"
"1700","1700","Межэкономсбербанк","1716","отозв.","27.06.1997","Москва"
"1701","1701","Кладезь","1914","отозв.","20.06.1997","Волгодонск"
"1702","1702","Коммерческий Кировский Агробанк","1205","отозв.","20.06.1997","пос.Кировский, Приморский край"
"1703","1703","Фрунзенский Коммерческий Банк","707","отозв.","20.06.1997","Москва"
"1704","1704","Крас-Надежда","2133","отозв.","20.06.1997","Красноярск"
"1705","1705","Акрабанк","2213","отозв.","20.06.1997","Тольятти"
"1706","1706","Кратос","3228","отозв.","20.06.1997","Москва"
"1707","1707","Московский Кредит","1101","отозв.","20.06.1997","Москва"
"1708","1708","Володаркомбанк","536","отозв.","20.06.1997","Брянск"
"1709","1709","Читинский Социальный Коммерческий Банк","2845","отозв.","20.06.1997","Чита"
"1710","1710","Нефтехиммашбанк","1476","отозв.","18.06.1997","Грозный"
"1711","1711","Терек","1337","отозв.","18.06.1997","Грозный"
"1712","1712","Супримэксбанк","1438","отозв.","03.06.1997","Москва"
"1713","1713","Биржевая Палата","2988","отозв.","03.06.1997","Москва"
"1714","1714","Мосстройбанк","89","отозв.","03.06.1997","Москва"
"1715","1715","Вэлинкол","2061","отозв.","03.06.1997","Москва"
"1716","1716","Сиа-Банк","2080","отозв.","03.06.1997","Москва"
"1717","1717","Якутзолотобанк","1298","отозв.","03.06.1997","Якутск"
"1718","1718","Демпингбанк","1774","отозв.","03.06.1997","Москва"
"1719","1719","Энергокомбанк","1690","отозв.","03.06.1997","Екатеринбург"
"1720","1720","Демидовский Банк","2533","отозв.","03.06.1997","Екатеринбург"
"1721","1721","Георгиевский","2062","отозв.","29.05.1997","Рыбинск, Ярославская обл."
"1722","1722","ЮТА-Банк","1844","отозв.","28.05.1997","Екатеринбург"
"1723","1723","Ива-Банк","515","отозв.","28.05.1997","Балаково, Саратовская обл."
"1724","1724","Тхабанк","462","отозв.","28.05.1997","Москва"
"1725","1725","Самарский Биржевой Банк","2094","отозв.","28.05.1997","Самара"
"1726","1726","Медстройинвестбанк","2474","отозв.","28.05.1997","Москва"
"1727","1727","Северный Кавказ","1749","отозв.","24.05.1997","Грозный"
"1728","1728","Агротехника","2030","отозв.","24.05.1997","Грозный"
"1729","1729","Фарн","408","отозв.","24.05.1997","Владикавказ"
"1730","1730","Ипотечный Акционерный Банк","2201","отозв.","14.05.1997","Москва"
"1731","1731","Финанссервис","3160","отозв.","14.05.1997","Москва"
"1732","1732","Аксбанк","892","отозв.","14.05.1997","Южно-Сахалинск"
"1733","1733","Флайт-Банк","1817","отозв.","14.05.1997","Москва"
"1734","1734","РАТО-Банк","1906","отозв.","14.05.1997","Москва"
"1735","1735","Онега","3041","отозв.","14.05.1997","Онега, Архангельская обл."
"1736","1736","Чиагропромбанк","465","отозв.","14.05.1997","Грозный"
"1737","1737","Белонфинбанк","1804","отозв.","05.05.1997","Новосибирск"
"1738","1738","Крымсккомбанк","428","отозв.","05.05.1997","Крымск, Краснодарский край"
"1739","1739","Лефортовский","1156","отозв.","05.05.1997","Москва"
"1740","1740","Иволгинский","1152","отозв.","05.05.1997","пгт. Иволгинск, Бурятия"
"1741","1741","Евобанк","2950","отозв.","05.05.1997","Биробиджан"
"1742","1742","Максоц-Банк","477","отозв.","05.05.1997","Магадан"
"1743","1743","Волгоградский Коммерческий Агропромышленный Банк","676","отозв.","25.04.1997","Волгоград"
"1744","1744","Юганбанк","311","отозв.","22.04.1997","Тюмень"
"1745","1745","Белая Башня","2008","отозв.","22.04.1997","Екатеринбург"
"1746","1746","Югорский Акционерный Банк","1548","отозв.","22.04.1997","Нижневартовск"
"1747","1747","Эрси-Банк","2393","отозв.","22.04.1997","Москва"
"1748","1748","Альянс-Восток","3179","отозв.","22.04.1997","Саратов"
"1749","1749","Нийсо","674","отозв.","22.04.1997","Грозный"
"1750","1750","Сибирский Торговый Банк","1718","отозв.","22.04.1997","Новосибирск"
"1751","1751","Уральский Коммерческий Банк","157","отозв.","22.04.1997","Екатеринбург"
"1752","1752","Церта Банк","283","отозв.","22.04.1997","Краснодар"
"1753","1753","Восток-Сибирь Бизнес","1976","отозв.","22.04.1997","Красноярск"
"1754","1754","Еврокапитал","2687","отозв.","22.04.1997","Москва"
"1755","1755","Авантаж","555","отозв.","22.04.1997","Тюмень"
"1756","1756","Народный Кредитный Банк","2894","отозв.","16.04.1997","Киров"
"1757","1757","Нарт","1643","отозв.","15.04.1997","п.Чегем-1, Кабардино-Балкария"
"1758","1758","Венгеровский","1226","отозв.","15.04.1997","с.Венгерово, Новосибирская обл."
"1759","1759","Колымский Коммерческий Банк","668","отозв.","15.04.1997","пгт.Палатка, Магаданская обл."
"1760","1760","Медпромбанк","770","отозв.","15.04.1997","Медногорск, Оренбургская обл."
"1761","1761","НАНбанк","341","отозв.","15.04.1997","Нижний Новгород"
