"","BankDefaultIndex","Name","regnum","DefaultType","DefaultDate","BankLocalization"
"1334","1334","Коммерческий Вятский Народный Банк","2500","ликв.","13.11.1998","Киров"
"1335","1335","Заларинский Коммерческий Банк","1223","отозв.","13.11.1998","п.Залари, Иркутская обл."
"1336","1336","Гинес-Банк","2596","отозв.","06.11.1998","Москва"
"1337","1337","Негоциант-Банк","1953","отозв.","06.11.1998","Москва"
"1338","1338","Белинский","758","отозв.","06.11.1998","Белинский, Пензенская обл."
"1339","1339","Туллизингинвестбанк","3260","ликв.","06.11.1998","Тула"
"1340","1340","Инвестрегионбанк","3130","отозв.","06.11.1998","Курск"
"1341","1341","Канашский","1251","отозв.","06.11.1998","Канаш, Чувашия"
"1342","1342","Прайм-Рейт-Банк","1989","отозв.","06.11.1998","Махачкала"
"1343","1343","Константа интернэйшнл банк","3009","отозв.","06.11.1998","Москва"
"1344","1344","Взаимный Кредитъ","3143","отозв.","06.11.1998","Санкт-Петербург"
"1345","1345","АКОбанк-Волга","1461","отозв.","30.10.1998","Волгоград"
"1346","1346","Александровский","2573","отозв.","30.10.1998","Москва"
"1347","1347","Башэнергобанк","1556","отозв.","30.10.1998","Уфа"
"1348","1348","Крипс","1958","отозв.","30.10.1998","Барнаул"
"1349","1349","Инкомбанк","22","отозв.","29.10.1998","Москва"
"1350","1350","Челныбанк","2234","отозв.","24.10.1998","Набережные Челны"
"1351","1351","Торгово-Индустриальный Банк (Тибанк)","810","отозв.","15.10.1998","Москва"
"1352","1352","Север-Юг","2496","отозв.","15.10.1998","Волгодонск, Ростовская обл."
"1353","1353","Ставбанк","393","отозв.","15.10.1998","Ставрополь"
"1354","1354","Колосс","993","отозв.","15.10.1998","Москва"
"1355","1355","Кубанский Народный Банк Приватизации","2951","отозв.","08.10.1998","Краснодар"
"1356","1356","Ниицян","2186","отозв.","08.10.1998","Элиста"
"1357","1357","Петровск-Забайкальский","1075","отозв.","08.10.1998","Петровск - Забайкальский, Читинская обл."
"1358","1358","Оловяннинский","1090","отозв.","08.10.1998","пгт.Оловянная, Читинская обл."
"1359","1359","Нижегородский Земельный Межрегиональный Банк","2477","отозв.","08.10.1998","Нижний Новгород"
"1360","1360","Сибиряк","2187","отозв.","02.10.1998","Красноярск"
"1361","1361","Авиастарбанк","1199","отозв.","02.10.1998","Ульяновск"
"1362","1362","Академический Банк","2572","отозв.","02.10.1998","Москва"
"1363","1363","Генеральный Инвестиционный Банк","1620","отозв.","02.10.1998","Москва"
"1364","1364","Инкасбанк","3072","ликв.","01.10.1998","Санкт-Петербург"
"1365","1365","Сахатрансбанк","929","отозв.","29.09.1998","Якутск"
"1366","1366","Провинциалбанк","135","отозв.","29.09.1998","Хабаровск"
"1367","1367","Мурман","763","отозв.","29.09.1998","Мурманск"
"1368","1368","Р.О.С. Трансбанк","2757","отозв.","29.09.1998","Волгоград"
"1369","1369","Ртищево-Банк","1922","ликв.","25.09.1998","Ртищево, Саратовская обл."
"1370","1370","Иркомсоцбанк","1109","отозв.","25.09.1998","Иркутск"
"1371","1371","Форобанк","362","ликв.","15.09.1998","Якутск"
"1372","1372","Инновационно-Промышленный Коммерческий Банк","2835","отозв.","12.09.1998","Ростов-на-Дону"
"1373","1373","Мотовилихинский Коммерческий Банк","877","отозв.","12.09.1998","Пермь"
"1374","1374","Орсксельхозбанк","871","отозв.","12.09.1998","Орск"
"1375","1375","Ростовсоцбанк","483","отозв.","12.09.1998","Ростов-на-Дону"
"1376","1376","Сибирский Казачий Банк","3082","отозв.","12.09.1998","Барнаул"
"1377","1377","Соцстрахбанк","1413","отозв.","12.09.1998","Якутск"
"1378","1378","Карелсоцбанк","2483","отозв.","12.09.1998","Петрозаводск"
"1379","1379","Элистинский Городской Банк","2985","отозв.","12.09.1998","Элиста"
"1380","1380","Усть-Кокса","1127","отозв.","12.09.1998","Барнаул"
"1381","1381","ДИМС","2456","отозв.","12.09.1998","Махачкала"
"1382","1382","Липецккредит","1283","отозв.","12.09.1998","Липецк"
"1383","1383","Чурапчинский","1261","отозв.","04.09.1998","пос.Чурапча, Якутия"
"1384","1384","Дальневосточный Социальный Коммерческий Банк","2322","отозв.","04.09.1998","Хабаровск"
"1385","1385","Итильхлебобанк","2445","ликв.","04.09.1998","Ульяновск"
"1386","1386","Иманат","3159","отозв.","04.09.1998","Махачкала"
"1387","1387","Имамат","2155","отозв.","04.09.1998","Махачкала"
"1388","1388","Атяшевский","1149","отозв.","04.09.1998","п. Атяшево, Мордовия"
"1389","1389","Казначейский","506","отозв.","04.09.1998","Элиста"
"1390","1390","Биробиджанкредитпромбанк","1011","отозв.","04.09.1998","Биробиджан"
"1391","1391","Токобанк","195","отозв.","01.09.1998","Москва"
"1392","1392","Сибсевербанк","2432","отозв.","27.08.1998","Нижневартовск"
"1393","1393","НЭПП-Банк","2045","отозв.","27.08.1998","Барнаул"
"1394","1394","Мотом-Банк","1985","отозв.","27.08.1998","Улан-Удэ"
"1395","1395","Каневский","499","отозв.","27.08.1998","ст. Каневская, Краснодарский край"
"1396","1396","Иргизинвестбанк","1619","отозв.","27.08.1998","Балаково, Саратовская обл."
"1397","1397","Приазовье","476","отозв.","27.08.1998","Азов, Ростовская обл."
"1398","1398","Октябрьский","1176","отозв.","27.08.1998","Улан-Удэ"
"1399","1399","НОРСИбанк","2323","отозв.","25.08.1998","Кстово, Нижегородская обл."
"1400","1400","Химкинский Коммерческий Банк","1753","отозв.","25.08.1998","Химки, Московская обл."
"1401","1401","Коопторгбанк","2229","отозв.","25.08.1998","Волгоград"
"1402","1402","Магриб-Банк","2637","отозв.","15.08.1998","Махачкала"
"1403","1403","Брянсккредитбанк","1162","отозв.","15.08.1998","Брянск"
"1404","1404","Томь","703","отозв.","15.08.1998","Томск"
"1405","1405","Волгофондбанк","2486","отозв.","07.08.1998","Волгоград"
"1406","1406","Южно-Донской Коммерческий Банк","541","отозв.","07.08.1998","Ростов-на-Дону"
"1407","1407","Карсунский Коммерческий Банк","614","отозв.","07.08.1998","пгт. Карсун, Ульяновская обл."
"1408","1408","Тарки-Тау","2100","отозв.","07.08.1998","Махачкала"
"1409","1409","Веда","2028","отозв.","31.07.1998","Санкт-Петербург"
"1410","1410","Северный Нефтяной Банк","1954","отозв.","31.07.1998","Ухта"
"1411","1411","Поярково","923","отозв.","31.07.1998","пос. Поярково, Амурская обл."
"1412","1412","Топливный Банк","2511","отозв.","31.07.1998","Пермь"
"1413","1413","Прогресспромбанк","1371","отозв.","31.07.1998","Тверь"
"1414","1414","Полюс-Банк","141","отозв.","31.07.1998","Воркута"
"1415","1415","Подмосковье","1451","отозв.","31.07.1998","Раменское, Московская обл."
"1416","1416","Муромец","974","отозв.","31.07.1998","Муром, Владимирская обл."
"1417","1417","Вишера-Банк","2662","отозв.","31.07.1998","Малая Вишера, Новгородская обл."
"1418","1418","Русский Народный Банк","2099","ликв.","27.07.1998","Новосибирск"
"1419","1419","Ошхамахо","1769","отозв.","25.07.1998","Нальчик"
"1420","1420","Кавказский Биржевой Банк","1895","отозв.","25.07.1998","Махачкала"
"1421","1421","Ямало-Ненецкий Социальный Коммерческий Банк","2698","отозв.","25.07.1998","п.Харп, Тюменская обл."
"1422","1422","Первый Торговый Банк","2354","отозв.","16.07.1998","Москва"
"1423","1423","Волгодонскцентркомбанк","1302","отозв.","16.07.1998","Волгодонск, Ростовская обл."
"1424","1424","Медкомбанк","2260","отозв.","16.07.1998","Рязань"
"1425","1425","Барн","2635","отозв.","16.07.1998","Москва"
"1426","1426","Висавия","2986","отозв.","16.07.1998","Москва"
"1427","1427","Кредитный Союз","2621","отозв.","16.07.1998","Москва"
"1428","1428","ИнжинирингбанкЪ","1974","отозв.","16.07.1998","Ковров, Владимирская обл."
"1429","1429","Сибирский Частно-Коммерческий Банк","2115","отозв.","15.07.1998","Томск"
"1430","1430","Геос","2875","отозв.","02.07.1998","Георгиевск, Ставропольский край"
"1431","1431","Статус Банк","1727","отозв.","02.07.1998","Липецк"
"1432","1432","Проминвест","1311","отозв.","02.07.1998","Георгиевск, Ставропольский край"
"1433","1433","Евроазиябанк","374","отозв.","25.06.1998","Екатеринбург"
"1434","1434","Московский Национальный Банк","2255","отозв.","22.06.1998","Москва"
"1435","1435","Симинвестбанк","2386","отозв.","18.06.1998","Ульяновск"
"1436","1436","Дальместбанк","2978","отозв.","18.06.1998","Владивосток"
"1437","1437","Кредит Синтез Банк","2700","отозв.","18.06.1998","Москва"
"1438","1438","Шахунский Коммерческий Банк","1188","отозв.","11.06.1998","Шахунья, Нижегородская обл."
"1439","1439","Нанс","669","отозв.","11.06.1998","Волгоград"
"1440","1440","Нарва","2941","отозв.","11.06.1998","Москва"
"1441","1441","Сибмашнефтебанк","2904","отозв.","05.06.1998","Москва"
"1442","1442","Народный Банк России","2805","отозв.","05.06.1998","Москва"
"1443","1443","Фидес-Банк","3018","отозв.","05.06.1998","Москва"
"1444","1444","Северный Морской Банк","1748","отозв.","28.05.1998","Мурманск"
"1445","1445","Череповецкомбанк","934","отозв.","28.05.1998","Череповец, Вологодская обл."
"1446","1446","Оренбуржье","1807","отозв.","28.05.1998","Оренбург"
"1447","1447","Асикомбанк","1604","отозв.","28.05.1998","Москва"
"1448","1448","Созидание","2828","отозв.","28.05.1998","Москва"
"1449","1449","Курскбизнесбанк","3066","отозв.","28.05.1998","Курск"
"1450","1450","Внешторгбанк Азиатско-Тихоокеанского Региона","2239","отозв.","23.05.1998","Владивосток"
"1451","1451","Калмыкия","1714","отозв.","23.05.1998","Элиста"
"1452","1452","Лангепас","607","ликв.","15.05.1998","Лангепас, Тюменская обл."
"1453","1453","Когалымнефтекомбанк","628","ликв.","15.05.1998","Когалым, Тюменская обл."
"1454","1454","Золотые Ворота","2504","отозв.","15.05.1998","Владимир"
"1455","1455","Онгудайбанк","1215","отозв.","15.05.1998","с.Онгудай, Республика Алтай"
"1456","1456","Энергия","57","отозв.","15.05.1998","Воронеж"
"1457","1457","Белый Родник","1273","отозв.","15.05.1998","пос. Акбулак, Оренбургская обл."
"1458","1458","Крестьянский Земельный Банк","1117","отозв.","07.05.1998","Подольск, Московская обл."
"1459","1459","Ессентуки","540","отозв.","07.05.1998","Ессентуки, Ставропольский край"
"1460","1460","Рамит","2352","отозв.","07.05.1998","Москва"
"1461","1461","Кубинбанк","452","отозв.","30.04.1998","Новороссийск"
"1462","1462","Архангельскпромстройбанк","1694","отозв.","30.04.1998","Архангельск"
"1463","1463","Пари-Банк","2825","отозв.","23.04.1998","Дзержинск, Нижегородская обл."
"1464","1464","Красбанк","900","отозв.","23.04.1998","Красный Кут, Саратовская обл."
"1465","1465","Костромабанк","1196","отозв.","23.04.1998","Кострома"
"1466","1466","Реформа","2059","отозв.","23.04.1998","Москва"
"1467","1467","Нея","1123","отозв.","23.04.1998","с. Парфеньево, Костромская обл."
"1468","1468","Судиславлькомбанк","1160","отозв.","23.04.1998","Судиславль, Костромская обл."
"1469","1469","Инвестпромбанк","2831","отозв.","16.04.1998","Москва"
"1470","1470","Улаганбанк","1666","отозв.","16.04.1998","с.Улаган, Республика Алтай"
"1471","1471","Эдельвейс-Кредит","2854","отозв.","16.04.1998","Москва"
"1472","1472","Октябрь","1094","отозв.","09.04.1998","с.Октябрьское, Оренбургская обл."
"1473","1473","Европейский Торговый Банк","1867","отозв.","09.04.1998","Москва"
"1474","1474","Русский Капитал","2718","отозв.","09.04.1998","Москва"
"1475","1475","Народный Банк Сибири","2406","отозв.","09.04.1998","Омск"
"1476","1476","Вилюй","851","отозв.","09.04.1998","Нюрба, Якутия"
"1477","1477","Вилкомбанк","1247","отозв.","02.04.1998","Вилюйск, Якутия"
"1478","1478","Продмаркет-Банк","2775","отозв.","02.04.1998","Москва"
"1479","1479","Люблино","1553","отозв.","02.04.1998","Москва"
"1480","1480","Пиранья","2861","отозв.","02.04.1998","Хасавюрт, Дагестан"
"1481","1481","Майкопский Коммерческий Городской Банк","2716","отозв.","26.03.1998","Майкоп"
"1482","1482","Необанк","2338","отозв.","26.03.1998","Сочи"
"1483","1483","Алтайбанк","794","отозв.","26.03.1998","Барнаул"
"1484","1484","Акционерный Народный Банк","2000","отозв.","26.03.1998","Томск"
"1485","1485","Хазар","2516","отозв.","19.03.1998","Каспийск, Дагестан"
"1486","1486","Сангарский Коммерческий Банк","1097","отозв.","19.03.1998","п.Сангары, Якутия"
"1487","1487","Азалбанк","3140","отозв.","19.03.1998","Хасавюрт, Дагестан"
"1488","1488","Темрюкский Коммерческий Банк","566","отозв.","19.03.1998","Темрюк, Краснодарский край"
"1489","1489","Покровский","1252","отозв.","19.03.1998","Покровск, Якутия"
"1490","1490","Астрон","733","отозв.","19.03.1998","пос.Тульский, Адыгея"
"1491","1491","Уральский Коммерческий Индустриальный Банк","1180","ликв.","18.03.1998","Екатеринбург"
"1492","1492","Дновский Коммерческий Банк","781","отозв.","12.03.1998","Дно, Псковская обл."
"1493","1493","Якутск","390","отозв.","12.03.1998","Якутск"
"1494","1494","Сунтар","1104","отозв.","12.03.1998","с.Сунтар, Якутия"
"1495","1495","Анапабанк","454","отозв.","12.03.1998","Анапа, Краснодарский край"
"1496","1496","Нефтестройкомбанк","830","отозв.","06.03.1998","Ставрополь"
"1497","1497","Кубанькоопбанк","2389","отозв.","06.03.1998","Армавир, Краснодарский край"
"1498","1498","Конверсия","2413","отозв.","06.03.1998","Ижевск"
"1499","1499","Мега-Банк","176","отозв.","06.03.1998","Москва"
"1500","1500","Агрогражданстрой","2459","отозв.","06.03.1998","Ижевск"
"1501","1501","Земляне","1819","отозв.","06.03.1998","Кемерово"
"1502","1502","Бурятский Почтовый Акционерно-Коммерческий Банк (ПАКБанк)","1889","отозв.","06.03.1998","Улан-Удэ"
"1503","1503","Забайкалзолотобанк","2353","отозв.","06.03.1998","Чита"
"1504","1504","Вольно-Надеждинский","1206","отозв.","06.03.1998","с.Вольно-Надеждинское, Приморский край"
"1505","1505","Агросервис","1257","отозв.","06.03.1998","Омск"
"1506","1506","Банк Находка","1755","отозв.","27.02.1998","Находка, Приморский край"
"1507","1507","Минерва","3153","отозв.","27.02.1998","Биробиджан"
"1508","1508","Истронбанк","2217","отозв.","27.02.1998","Салават, Башкортостан"
"1509","1509","Волоконовский Коммерческий Банк","678","отозв.","27.02.1998","пгт.Волоконовка, Белгородская обл."
"1510","1510","Нижегородский Кредит","2400","отозв.","27.02.1998","Нижний Новгород"
"1511","1511","Большереченский","1270","отозв.","27.02.1998","р.п.Большеречье, Омская обл."
"1512","1512","Элин-Банк","2969","отозв.","27.02.1998","Барнаул"
"1513","1513","Интермедбанк","2296","отозв.","27.02.1998","Москва"
"1514","1514","СМИ-Банк","2981","отозв.","27.02.1998","Омск"
"1515","1515","Южно-Российский Банк","1664","отозв.","27.02.1998","Краснодар"
"1516","1516","Новбизнесбанк","2147","отозв.","27.02.1998","Новороссийск"
"1517","1517","БАМкредит","257","отозв.","27.02.1998","Благовещенск"
"1518","1518","Евроинвест","2453","отозв.","27.02.1998","Москва"
"1519","1519","Золотостарбанк","2732","отозв.","27.02.1998","Хабаровск"
"1520","1520","Орловский Коммерческий Акционерный Банк","764","отозв.","20.02.1998","Орел"
"1521","1521","Первый Евробанк","3040","отозв.","20.02.1998","Москва"
"1522","1522","Элиотбанк","2591","отозв.","20.02.1998","Москва"
"1523","1523","Лигабанк","2078","отозв.","20.02.1998","Благовещенск"
"1524","1524","Томсксоцбанк","958","отозв.","06.02.1998","Томск"
"1525","1525","Эмбакенигбанк","1124","отозв.","06.02.1998","Калининград"
"1526","1526","Августокоммерцбанк","3263","отозв.","06.02.1998","Москва"
"1527","1527","Карачаево-Черкесский Социальный Коммерческий Банк","3083","отозв.","06.02.1998","Черкесск"
"1528","1528","Фонд","1353","отозв.","06.02.1998","Томск"
"1529","1529","Сибирский Народный Банк","1891","отозв.","06.02.1998","Томск"
"1530","1530","Вурнарский","956","отозв.","06.02.1998","п.Вурнары, Чувашия"
"1531","1531","Синто-Банк","1754","отозв.","06.02.1998","Красноярск"
"1532","1532","Квант","1876","отозв.","23.01.1998","п.Зубова Поляна, Мордовия"
"1533","1533","Соколбанк","2163","ликв.","23.01.1998","Череповец, Вологодская обл."
"1534","1534","Торжокагробанк","1069","отозв.","23.01.1998","Торжок, Тверская обл."
"1535","1535","Авуар","3121","отозв.","23.01.1998","Москва"
"1536","1536","Макаров","1719","отозв.","23.01.1998","Макаров, Сахалинская обл."
"1537","1537","Каскад-Банк","2727","отозв.","23.01.1998","Москва"
"1538","1538","Томмотский Коммерческий Банк","1253","отозв.","23.01.1998","п.Алексеевск, Якутия"
"1539","1539","Финмаркетбанк","3060","отозв.","23.01.1998","Москва"
"1540","1540","Азвесь","2072","отозв.","16.01.1998","Ижевск"
"1541","1541","Уссурийский Агропромбанк","1213","отозв.","16.01.1998","Уссурийск, Приморский край"
"1542","1542","Каминбанк","1683","отозв.","16.01.1998","Набережные Челны"
"1543","1543","Сиббанк","303","отозв.","09.01.1998","Красноярск"
"1544","1544","Алтайэкспбанк","352","отозв.","09.01.1998","Барнаул"
"1545","1545","Чегем","1628","отозв.","01.01.1998","п.Чегем-1, Кабардино-Балкария"
"1546","1546","Тюмень","260","отозв.","01.01.1998","Тюмень"
"1547","1547","Зауральский Бизнес","1707","отозв.","01.01.1998","Курган"
"1548","1548","Пакамар","2724","отозв.","01.01.1998","Искитим, Новосибирская обл."
"1549","1549","Татпромстройбанк","1723","отозв.","01.01.1998","Казань"
"1550","1550","Волгокредобанк","651","ликв.","30.12.1997","Волгоград"
"1551","1551","Гумбет","953","отозв.","26.12.1997","с.Мехельта, Дагестан"
"1552","1552","Суворовский","2702","отозв.","26.12.1997","Иваново"
"1553","1553","Намский Коммерческий Банк","1103","отозв.","26.12.1997","с.Намцы, Якутия"
"1554","1554","Лесозаводскбанк","1201","отозв.","26.12.1997","Лесозаводск, Приморский край"
"1555","1555","Минмашбанк","2690","отозв.","19.12.1997","Москва"
"1556","1556","Элексбанк","62","отозв.","19.12.1997","Москва"
"1557","1557","Комплексбанк","544","отозв.","19.12.1997","Саратов"
"1558","1558","Кировсоцбанк","778","отозв.","19.12.1997","Киров"
"1559","1559","Самарамедбанк","3012","отозв.","19.12.1997","Самара"
"1560","1560","Русское Кредитное Товарищество","1181","отозв.","16.12.1997","Москва"
"1561","1561","Дивинвестбанк","3096","отозв.","16.12.1997","Дивногорск, Красноярский край"
"1562","1562","Ростомбанк","2713","отозв.","16.12.1997","Москва"
"1563","1563","Кварц","2815","отозв.","05.12.1997","Калининград"
"1564","1564","Костромасоцбанк","584","отозв.","05.12.1997","Кострома"
"1565","1565","Маяк","1187","отозв.","05.12.1997","ст.Курская, Ставропольский край"
"1566","1566","Форвард","1341","отозв.","05.12.1997","Прокопьевск, Кемеровская обл."
"1567","1567","Апанасенковский","1005","отозв.","05.12.1997","с.Дивное, Ставропольский край"
"1568","1568","Западуралбанк","725","отозв.","29.11.1997","Пермь"
"1569","1569","Десна-Банк","3126","отозв.","29.11.1997","Брянск"
"1570","1570","Акционерный Тюменский Ипотечный Банк","2667","отозв.","29.11.1997","Тюмень"
"1571","1571","Национальный Лесной Банк","2197","отозв.","22.11.1997","Москва"
"1572","1572","Тарусский Коммерческий Банк","3024","отозв.","22.11.1997","Таруса, Калужская обл."
"1573","1573","Молния","1884","отозв.","22.11.1997","Москва"
"1574","1574","Солид","858","отозв.","22.11.1997","пос.Энем, Адыгея"
"1575","1575","Алиса-Банк-АстКар","2251","отозв.","15.11.1997","Астрахань"
"1576","1576","Двина-Траст","2351","отозв.","15.11.1997","Архангельск"
"1577","1577","Славянск","473","отозв.","15.11.1997","Славянск-на-Кубани, Краснодарский край"
"1578","1578","Искитимский","822","отозв.","15.11.1997","Искитим, Новосибирская обл."
"1579","1579","Тольятти Банк","1294","отозв.","15.11.1997","Тольятти, Самарская обл."
"1580","1580","Алмазбанк","3125","отозв.","15.11.1997","Москва"
"1581","1581","Энтраст","1996","отозв.","07.11.1997","Москва"
"1582","1582","Дальпрогресс","692","отозв.","07.11.1997","Комсомольск-на-Амуре"
"1583","1583","Русич","2580","отозв.","07.11.1997","Москва"
"1584","1584","Полибанк","1944","отозв.","07.11.1997","Москва"
"1585","1585","Аруанбанк","2001","отозв.","07.11.1997","Нарткала, Кабардино-Балкария"
"1586","1586","Аквилон","2915","отозв.","07.11.1997","Москва"
"1587","1587","Днепр","560","отозв.","31.10.1997","Смоленск"
"1588","1588","ДАКОбанк","1656","отозв.","31.10.1997","Хабаровск"
"1589","1589","Гурьевский","904","отозв.","31.10.1997","Гурьевск, Калининградская обл."
"1590","1590","Нестеровский Региональный Коммерческий Банк","908","отозв.","31.10.1997","Нестеров, Калининградская обл."
"1591","1591","Инвестиционно-Коммерческий Банк Республики Адыгея","2714","отозв.","31.10.1997","Майкоп"
"1592","1592","Эльдаг","1473","отозв.","25.10.1997","Махачкала"
"1593","1593","Акционерно-Коммерческий Банк Промышленности","1290","отозв.","25.10.1997","Иваново"
"1594","1594","Отрадное","1135","отозв.","25.10.1997","Москва"
"1595","1595","Норд Пилигрим","2817","отозв.","25.10.1997","Москва"
"1596","1596","Рязаньбанк","1737","отозв.","25.10.1997","Рязань"
"1597","1597","Татинфрабанк","2086","ликв.","22.10.1997","Казань"
"1598","1598","Сибинтербанк","2218","отозв.","18.10.1997","Томск"
"1599","1599","Чувашкоопбанк","2427","отозв.","18.10.1997","Чебоксары"
"1600","1600","Скомбанк","1089","отозв.","18.10.1997","Вологда"
"1601","1601","Марпромбанк","1320","отозв.","18.10.1997","Йошкар-Ола"
"1602","1602","Горячеключевский Коммерческий Банк","726","отозв.","18.10.1997","Горячий Ключ, Краснодарский край"
"1603","1603","Финансы и Кредит","2411","отозв.","18.10.1997","Москва"
"1604","1604","Отон","1963","отозв.","18.10.1997","Москва"
"1605","1605","РИ Инвестбанк","1931","отозв.","18.10.1997","Москва"
"1606","1606","Арион","2101","отозв.","11.10.1997","Москва"
"1607","1607","Левкомбанк","959","отозв.","11.10.1997","с.Левокумское, Ставропольский край"
"1608","1608","Нефтепродукт","379","отозв.","11.10.1997","Москва"
"1609","1609","Россоцбанк","2752","отозв.","07.10.1997","Москва"
"1610","1610","Тиси-Банк","1894","отозв.","07.10.1997","Тюмень"
"1611","1611","Банк Поддержки Малого и Среднего Бизнеса","3239","отозв.","07.10.1997","Москва"
"1612","1612","Индустриально-Торговый Банк","2619","отозв.","27.09.1997","Москва"
"1613","1613","Аккор-Банк","2616","отозв.","27.09.1997","Москва"
"1614","1614","Руссмолдбанк","2512","отозв.","27.09.1997","Москва"
"1615","1615","Инвестор","1665","отозв.","27.09.1997","Омск"
"1616","1616","Нордвестбанк","1264","отозв.","27.09.1997","Петрозаводск"
"1617","1617","Юлдуз","626","отозв.","27.09.1997","Махачкала"
"1618","1618","Ходынка","2394","отозв.","27.09.1997","Москва"
"1619","1619","Кропоткинпром","2679","отозв.","27.09.1997","Кропоткин, Краснодарский край"
"1620","1620","Акционерный Торгово-Промышленный Банк","2278","отозв.","22.09.1997","Казань"
"1621","1621","Котовсккредитбанк","1245","отозв.","22.09.1997","Котовск, Тамбовская обл."
"1622","1622","Апек-Банк","3226","отозв.","22.09.1997","Мурманск"
"1623","1623","Санкт-Петербургский Ипотечный Банк","1878","отозв.","22.09.1997","Санкт-Петербург"
"1624","1624","РИТ","2288","отозв.","22.09.1997","Волгоград"
"1625","1625","Могойтуйский Коммерческий Банк","1350","отозв.","22.09.1997","Могойтуй, Читинская обл."
"1626","1626","Интеллект-Капитал","3285","отозв.","22.09.1997","Москва"
"1627","1627","Ростелекомбанк","3100","отозв.","22.09.1997","Москва"
"1628","1628","Военкомбанк","2315","отозв.","22.09.1997","Москва"
"1629","1629","Петробанк","450","отозв.","22.09.1997","Петрозаводск"
"1630","1630","Банк Городского Развития","2079","отозв.","22.09.1997","Москва"
"1631","1631","Презенткомбанк","2300","отозв.","05.09.1997","Москва"
"1632","1632","Артибанк","1636","отозв.","05.09.1997","Москва"
"1633","1633","Триумф","1964","отозв.","05.09.1997","Киров"
"1634","1634","Теучежский","808","отозв.","05.09.1997","Адыгейск"
"1635","1635","Кредо Банк","76","отозв.","05.09.1997","Москва"
"1636","1636","ХАКОбанк","595","ликв.","04.09.1997","Хабаровск"
"1637","1637","Аркас","2974","отозв.","29.08.1997","Махачкала"
"1638","1638","Усть-Илимский","838","отозв.","29.08.1997","Усть-Илимск"
"1639","1639","Первый Промышленный Банк","3008","отозв.","29.08.1997","Москва"
"1640","1640","Изобильный","866","отозв.","29.08.1997","Изобильный, Ставропольский край"
"1641","1641","Уфабизнесбанк","2415","отозв.","29.08.1997","Уфа"
"1642","1642","Тюменский Кредит","1919","отозв.","25.08.1997","Тюмень"
"1643","1643","Московский Коммерческий Георгиевский Банк","2994","отозв.","25.08.1997","Москва"
"1644","1644","Сахсоцбанк","1044","отозв.","25.08.1997","Южно-Сахалинск"
"1645","1645","Прогресс-2000","255","отозв.","25.08.1997","Ростов-на-Дону"
"1646","1646","Интобанк","876","отозв.","25.08.1997","Южно-Сахалинск"
"1647","1647","Азия-Траст","1778","отозв.","25.08.1997","Благовещенск"
"1648","1648","Усинскбизнесбанк","1518","отозв.","25.08.1997","Усинск, Республика Коми"
"1649","1649","Черлак","846","отозв.","25.08.1997","р.п.Черлак, Омская обл."
"1650","1650","Инфробанк","767","отозв.","25.08.1997","Якутск"
"1651","1651","Омский Кредитный Банк","2933","отозв.","25.08.1997","Омск"
"1652","1652","Ключ","2385","отозв.","08.08.1997","Смоленск"
"1653","1653","Изумрудный","1933","отозв.","08.08.1997","Москва"
"1654","1654","Балтвнешторгбанк Российской Федерации","895","отозв.","08.08.1997","Калининград"
"1655","1655","Международный","2290","отозв.","08.08.1997","Москва"
"1656","1656","Купавинский","3189","отозв.","08.08.1997","пос.Старая Купавна, Московская обл."
"1657","1657","Московский Инновационный Банк","3249","отозв.","08.08.1997","Москва"
"1658","1658","Древмаш","73","отозв.","01.08.1997","Москва"
"1659","1659","Гея-Банк","2544","отозв.","01.08.1997","Москва"
"1660","1660","Виктор","2318","отозв.","01.08.1997","Москва"
"1661","1661","Апекс","911","отозв.","01.08.1997","Москва"
"1662","1662","Ершовский Коммерческий Банк","516","отозв.","01.08.1997","Ершов, Саратовская обл."
"1663","1663","СОТО","2340","отозв.","01.08.1997","Йошкар-Ола"
"1664","1664","Кейптроллер","2064","отозв.","01.08.1997","Иркутск"
"1665","1665","Континент","11","отозв.","01.08.1997","Набережные Челны"
"1666","1666","Медина","2924","отозв.","01.08.1997","Махачкала"
"1667","1667","ОрИнд-Банк","1155","отозв.","25.07.1997","Оренбург"
"1668","1668","АМБИ-Банк","17","отозв.","25.07.1997","Москва"
"1669","1669","Базис","401","отозв.","25.07.1997","Москва"
"1670","1670","Элатон-Банк","2759","отозв.","25.07.1997","Москва"
"1671","1671","НКБ-Прогресс","1296","отозв.","23.07.1997","Нижний Новгород"
"1672","1672","Полярная Звезда","1400","отозв.","23.07.1997","Новый Уренгой"
"1673","1673","Универсальный Торговый Банк","2379","отозв.","23.07.1997","Москва"
"1674","1674","Апрель","2488","отозв.","23.07.1997","Москва"
"1675","1675","Сибирский Горизонт","2910","отозв.","23.07.1997","Кемерово"
"1676","1676","Пермский Акционерный Коммерческий Банк","91","отозв.","23.07.1997","Пермь"
"1677","1677","Оптимист","2885","отозв.","23.07.1997","Махачкала"
"1678","1678","Джайна","2973","отозв.","23.07.1997","Махачкала"
"1679","1679","АвтоУАЗбанк","366","отозв.","23.07.1997","Ульяновск"
"1680","1680","Деловая Россия","1351","отозв.","12.07.1997","Москва"
"1681","1681","Мусульманбанк","2600","отозв.","12.07.1997","Пермь"
"1682","1682","Эффекткредит","535","отозв.","12.07.1997","Москва"
